Number,Trench,Level,Layer,General Unit,gou, Original Type,Gtype,Type,xold,yold,x,y,z,Altitude,Orientation_old,Orientation,Dip,Degree,max,Length,Width,Thickness,Weight,lwratio,Lgroup,Wgroup,New category,Technological category,Rock type,Row material,Weathering,Rounddegree,Roundness
TOK1418,TOK,18,,,,B,B,B,101.41,103.55,808.122242,629.71175,0.938033,938.033,330,150,,0,,,,,,,,,B,,,,,,
TOK1419,TOK,18,,,,S,S,S,100.97,103.59,808.1219307,629.7120634,0.938022,938.022,10,10,70,45,27,27,19,16,7,1.421052632,m,m,DP,Chunk,Dolomite,SD,0,R0,0
TOK1420,TOK,18,,,,B,B,B,100.23,102.67,808.1207725,629.7118344,0.937989,937.989,117,117,117,21,,,,,,,,,B,,,,,,
TOK1421,TOK,18,,,,B,B,B,104.13,104.3,808.1248076,629.710576,0.938009,938.009,5,5,,0,,,,,,,,,B,,,,,,
TOK1422,TOK,18,,,,B,B,B,103.65,101.1,808.122383,629.7084334,0.937978,937.978,10,10,,0,,,,,,,,,B,,,,,,
TOK1423,TOK,18,,,,S,S,S,104.87,101.74,808.1237289,629.7081394,0.938023,938.023,15,15,195,35,52,52,16,16,12,3.25,l,m,DP,Chunk,Chert,C,1,R0,0
TOK1424,TOK,18,,,,S,S,S,104.35,102.44,808.1237805,629.7090099,0.938015,938.015,325,145,213,38,93,93,86,71,503,1.081395349,l,l,FP,Core,Brecciated chert,BC,2,R1,1
TOK1425,TOK,18,,,,B,B,B,103.51,102.97,808.1234778,629.7099558,0.937928,937.928,335,155,,,,,,,,,,,B,,,,,,
TOK1426,TOK,18,,,,S,S,S,103.86,103.3,808.123958,629.7099836,0.938012,938.012,25,25,140,33,16,16,9,5,0.2333,1.777777778,s,s,DP,BPF,Chert,C,0,R0,0
TOK1427,TOK,11,,,,S,S,S,102.5,104.5,808.1236876,629.711777,0.9384,938.4,,,,,21,21,12,6,2,1.75,m,s,DP,BPF,Chert,C,1,R1,1
TOK1428,TOK,11,,,,S,S,S,102.5,104.5,808.1236876,629.711777,0.9384,938.4,,,,,18,18,12,6,1,1.5,s,s,DP,BPF,Chert,C,1,R0,0
TOK1429,TOK,11,,,,S,S,S,104.5,100.5,808.1226484,629.7074274,0.9384,938.4,,,,,15,15,13,7,1,1.153846154,s,s,DP,BPF,Quartz,O,1,R1,1
TOK1430,TOK,11,,,,S,S,S,104.5,101.5,808.1232912,629.7081934,0.9384,938.4,,,,,19,19,9,5,0.2333,2.111111111,s,s,DP,BPF,Chert,C,0,R0,0
TOK1431,TOK,17,,,,S,S,S,103.5,99.5,808.1212396,629.7073042,0.9381,938.1,,,,,18,18,10,4,1,1.8,s,s,DP,BPF,Chert,C,1,R0,0
TOK1432,TOK,11,,,,S,S,S,100.5,101.5,808.1202272,629.7107646,0.9384,938.4,,,,,12,12,9,3,0.2333,1.333333333,s,s,DP,BPF,Chert,C,1,R1,1
TOK1433,TOK,11,,,,S,S,S,103.5,102.5,808.123168,629.7096022,0.9384,938.4,,,,,10,10,10,2,0.2333,1,s,s,DP,BPF,Chert,C,0,R0,0
TOK1434,TOK,11,,,,S,S,S,103.5,103.5,808.1238108,629.7103682,0.9384,938.4,,,,,19,19,10,8,1,1.9,s,s,DP,BPF,Brecciated chert,BC,0,R0,0
TOK1435,TOK,17,,,,S,S,S,100.5,102.5,808.12087,629.7115306,0.9381,938.1,,,,,13,13,12,5,0.2333,1.083333333,s,s,DP,BPF,Chert,C,1,R0,0
TOK1436,TOK,11,,,,S,S,S,100.5,104.5,808.1221556,629.7130626,0.9384,938.4,,,,,15,15,11,7,1,1.363636364,s,s,DP,BPF,Chert,C,1,R0,0
TOK1437,TOK,8,,,,S,S,S,100.5,104.5,808.1221556,629.7130626,0.93854,938.54,,,,,42,42,35,19,31,1.2,m,m,DP,Chunk,Brecciated chert,BC,1,R1,1
TOK1438,TOK,14,,,,S,S,S,100.5,104.5,808.1221556,629.7130626,0.93827,938.27,,,,,19,19,14,6,1,1.357142857,s,s,DP,BPF,Chert,C,0,R0,0
TOK1439,TOK,14,,,,S,S,S,100.5,99.5,808.1189416,629.7092326,0.93827,938.27,,,,,13,13,11,3,0.2333,1.181818182,s,s,DP,BPF,Chert,C,0,R1,1
TOK1440,TOK,14,,,,S,S,S,102.5,100.5,808.1211164,629.708713,0.93827,938.27,,,,,22,22,14,4,1,1.571428571,m,s,DP,BPF,Brecciated chert,BC,0,R0,0
TOK1441,TOK,14,,,,S,S,S,104.5,104.5,808.1252196,629.7104914,0.93827,938.27,,,,,11,11,7,1,0.2333,1.571428571,s,s,DP,BPF,Chert,C,0,R0,0
TOK1442,TOK,14,,,,S,S,S,104.5,99.5,808.1220056,629.7066614,0.93827,938.27,,,,,20,20,12,8,2,1.666666667,s,s,DP,BPF,Chert,C,0,R1,1
TOK1443,TOK,14,,,,S,S,S,104.5,103.5,808.1245768,629.7097254,0.93827,938.27,,,,,13,13,11,2,0.2333,1.181818182,s,s,DP,BPF,Chert,C,1,R1,1
TOK1444,TOK,14,,,,S,S,S,104.5,103.5,808.1245768,629.7097254,0.93827,938.27,,,,,16,16,13,9,2,1.230769231,s,s,DP,Chunk,Chert,C,1,R0,0
TOK1445,TOK,14,,,,S,S,S,104.5,102.5,808.123934,629.7089594,0.93827,938.27,,,,,17,17,10,8,1,1.7,s,s,DP,Chunk,Chert,C,0,R0,0
TOK1446,TOK,14,,,,S,S,S,102.5,102.5,808.122402,629.710245,0.93827,938.27,,,,,16,16,11,6,1,1.454545455,s,s,DP,BPF,Chert,C,0,R0,0
TOK1447,TOK,14,,,,S,S,S,102.5,101.5,808.1217592,629.709479,0.93827,938.27,,,,,19,19,16,4,1,1.1875,s,s,DP,BPF,Chert,C,0,R0,0
TOK1448,TOK,14,,,,S,S,S,102.5,101.5,808.1217592,629.709479,0.93827,938.27,,,,,17,17,11,5,0.2333,1.545454545,s,s,DP,BPF,Chert,C,0,R0,0
TOK1449,TOK,14,,,,S,S,S,100.5,99.5,808.1189416,629.7092326,0.93827,938.27,,,,,24,24,14,7,2,1.714285714,m,s,DP,BPF,Brecciated chert,BC,1,R0,0
TOK1450,TOK,14,,,,S,S,S,104.5,100.5,808.1226484,629.7074274,0.93827,938.27,,,,,13,13,8,6,0.2333,1.625,s,s,DP,BPF,Chert,C,0,R0,0
TOK1451,TOK,14,,,,S,S,S,103.5,103.5,808.1238108,629.7103682,0.93827,938.27,,,,,17,17,15,5,1,1.133333333,s,s,DP,BPF,Chert,C,0,R0,0
TOK1452,TOK,14,,,,S,S,S,103.5,103.5,808.1238108,629.7103682,0.93827,938.27,,,,,10,10,9,3,0.2333,1.111111111,s,s,DP,BPF,Chert,C,0,R0,0
TOK1453,TOK,14,,,,S,S,S,100.5,102.5,808.12087,629.7115306,0.93827,938.27,,,,,17,17,10,3,0.2333,1.7,s,s,DP,BPF,Chert,C,0,R0,0
TOK1454,TOK,16,,,,S,S,S,102.5,104.5,808.1236876,629.711777,0.93811,938.11,,,,,22,22,11,8,2,2,m,s,DP,BPF,Chert,C,0,R0,0
TOK1455,TOK,16,,,,S,S,S,104.5,101.5,808.1232912,629.7081934,0.93811,938.11,,,,,19,19,12,5,1,1.583333333,s,s,DP,BPF,Chert,C,0,R0,0
TOK1456,TOK,16,,,,S,S,S,100.5,101.5,808.1202272,629.7107646,0.93811,938.11,,,,,26,26,11,5,1,2.363636364,m,s,DP,BPF,Chert,C,0,R0,0
TOK1457,TOK,16,,,,S,S,S,100.5,99.5,808.1189416,629.7092326,0.93811,938.11,,,,,19,19,15,13,3,1.266666667,s,s,DP,Chunk,Chert,C,0,R0,0
TOK1458,TOK,17,,,,S,S,S,103.5,101.5,808.1225252,629.7088362,0.9381,938.1,,,,,17,12,17,4,1,1.416666667,s,s,DP,BP,Chert,C,1,R0,0
TOK1459,TOK,9,,,,S,S,S,101.5,104.5,808.1229216,629.7124198,0.93851,938.51,,,,,19,19,17,7,2,1.117647059,s,s,DP,BPF,Chert,C,1,R1,1
TOK1460,TOK,10,,,,S,S,S,104.5,103.5,808.1245768,629.7097254,0.93842,938.42,,,,,33,33,21,4,4,1.571428571,m,m,DP,BPF,Chert,C,0,R0,0
TOK1461,TOK,9,,,,S,S,S,103.5,104.5,808.1244536,629.7111342,0.93851,938.51,,,,,18,14,18,4,0.2333,1.285714286,s,s,DP,BPF,Chert,C,1,R1,1
TOK1462,TOK,12,,,,S,S,S,100.5,104.5,808.1221556,629.7130626,0.938385,938.385,,,,,22,22,18,15,8,1.222222222,m,m,DP,Chunk,Quartz,O,2,R2,2
TOK1463,TOK,12,,,,S,S,S,100.5,102.5,808.12087,629.7115306,0.938385,938.385,,,,,9,9,7,3,0.2333,1.285714286,s,s,DP,BPF,Chert,C,0,R0,0
TOK1464,TOK,9,,,,S,S,S,104.5,101.5,808.1232912,629.7081934,0.93851,938.51,,,,,14,13,14,4,0.2333,1.076923077,s,s,DP,BPF,Chert,C,0,R0,0
TOK1465,TOK,9,,,,S,S,S,101.5,103.5,808.1222788,629.7116538,0.93851,938.51,,,,,17,17,16,7,2,1.0625,s,s,DP,BPF,Chert,C,0,R0,0
TOK1466,TOK,9,,,,S,S,S,101.5,103.5,808.1222788,629.7116538,0.93851,938.51,,,,,23,23,18,7,3,1.277777778,m,s,DP,BPF,Chert,C,0,R0,0
TOK1467,TOK,9,,,,S,S,S,104.5,98.5,808.1213628,629.7058954,0.93851,938.51,,,,,45,45,23,11,11,1.956521739,m,m,DP,BPF,Chert,C,1,R1,1
TOK1468,TOK,9,,,,S,S,S,100.5,100.5,808.1195844,629.7099986,0.93851,938.51,,,,,28,23,28,10,5,1.217391304,m,m,DP,BP,Chert,C,1,R0,0
TOK1469,TOK,13,,,,S,S,S,104.5,100.5,808.1226484,629.7074274,0.9383,938.3,,,,,13,13,7,3,0.2333,1.857142857,s,s,DP,BPF,Dolomite,SD,0,R0,0
TOK1470,TOK,13,,,,S,S,S,101.5,101.5,808.1209932,629.7101218,0.9383,938.3,,,,,16,16,12,7,1,1.333333333,s,s,DP,BPF,Chert,C,0,R0,0
TOK1471,TOK,13,,,,S,S,S,103.5,100.5,808.1218824,629.7080702,0.9383,938.3,,,,,14,14,9,5,0.2333,1.555555556,s,s,DP,BPF,Chert,C,1,R1,1
TOK1472,TOK,13,,,,S,S,S,103.5,103.5,808.1238108,629.7103682,0.9383,938.3,,,,,16,16,12,6,1,1.333333333,s,s,DP,BPF,Basalt,O,1,R0,0
TOK1473,TOK,11,,,,S,S,S,103.5,104.5,808.1244536,629.7111342,0.9384,938.4,,,,,15,15,11,5,0.2333,1.363636364,s,s,DP,BPF,Chert,C,0,R0,0
TOK1474,TOK,11,,,,S,S,S,102.5,103.5,808.1230448,629.711011,0.9384,938.4,,,,,23,23,13,4,1,1.769230769,m,s,DP,BPF,Chert,C,0,R0,0
TOK1475,TOK,11,,,,S,S,S,102.5,103.5,808.1230448,629.711011,0.9384,938.4,,,,,19,19,11,4,1,1.727272727,s,s,DP,BPF,Chert,C,1,R0,0
TOK1476,TOK,11,,,,S,S,S,102.5,99.5,808.1204736,629.707947,0.9384,938.4,,,,,16,16,13,5,1,1.230769231,s,s,DP,BPF,Chert,C,0,R1,1
TOK1477,TOK,11,,,,S,S,S,102.5,99.5,808.1204736,629.707947,0.9384,938.4,,,,,19,19,17,8,3,1.117647059,s,s,DP,BPF,Brecciated chert,BC,1,R0,0
TOK1478,TOK,4,,,,S,S,S,100.5,102.5,808.12087,629.7115306,0.93871,938.71,,,,,28,28,27,12,6,1.037037037,m,m,DP,BPF,Brecciated chert,BC,1,R0,0
TOK1479,TOK,4,,,,S,S,S,100.5,102.5,808.12087,629.7115306,0.93871,938.71,,,,,19,19,7,7,1,2.714285714,s,s,DP,BPF,Chert,C,0,R0,0
TOK1480,TOK,7,,,,S,S,S,104.5,103.5,808.1245768,629.7097254,0.9386,938.6,,,,,39,39,17,7,5,2.294117647,m,m,DP,BPF,Chert,C,1,R0,0
TOK1481,TOK,10,,,,S,S,S,101.5,102.5,808.121636,629.7108878,0.93842,938.42,,,,,17,17,13,8,2,1.307692308,s,s,DP,BPF,Chert,C,0,R1,1
TOK1482,TOK,16,,,,S,S,S,104.5,100.5,808.1226484,629.7074274,0.93811,938.11,,,,,19,19,15,5,1,1.266666667,s,s,DP,BPF,Brecciated chert,BC,1,R0,0
TOK1483,TOK,16,,,,S,S,S,103.5,104.5,808.1244536,629.7111342,0.93811,938.11,,,,,38,38,17,15,10,2.235294118,m,m,DP,Chunk,Chert,C,0,R0,0
TOK1484,TOK,16,,,,S,S,S,104.5,103.5,808.1245768,629.7097254,0.93811,938.11,,,,,10,10,9,3,0.2333,1.111111111,s,s,DP,BPF,Chert,C,0,R0,0
TOK1485,TOK,16,,,,S,S,S,103.5,103.5,808.1238108,629.7103682,0.93811,938.11,,,,,16,16,13,6,1,1.230769231,s,s,DP,BPF,Brecciated chert,BC,1,R0,0
TOK1486,TOK,16,,,,S,S,S,103.5,103.5,808.1238108,629.7103682,0.93811,938.11,,,,,21,21,18,5,1,1.166666667,m,s,DP,BPF,Chert,C,0,R0,0
TOK1487,TOK,16,,,,S,S,S,104.5,104.5,808.1252196,629.7104914,0.93811,938.11,,,,,25,25,17,13,7,1.470588235,m,m,DP,Chunk,Quartz,O,1,R1,1
TOK1488,TOK,16,,,,S,S,S,104.5,102.5,808.123934,629.7089594,0.93811,938.11,,,,,14,14,13,4,1,1.076923077,s,s,DP,BPF,Chert,C,1,R0,0
TOK1489,TOK,16,,,,S,S,S,104.5,102.5,808.123934,629.7089594,0.93811,938.11,,,,,21,21,8,6,0.2333,2.625,m,s,DP,BPF,Chert,C,0,R0,0
TOK1490,TOK,16,,,,S,S,S,100.5,103.5,808.1215128,629.7122966,0.93811,938.11,,,,,17,17,11,6,1,1.545454545,s,s,DP,BPF,Chert,C,1,R1,1
TOK1491,TOK,16,,,,S,S,S,100.5,103.5,808.1215128,629.7122966,0.93811,938.11,,,,,15,15,9,9,1,1.666666667,s,s,DP,BPF,Chert,C,0,R0,0
TOK1492,TOK,16,,,,S,S,S,100.5,103.5,808.1215128,629.7122966,0.93811,938.11,,,,,14,14,11,5,0.2333,1.272727273,s,s,DP,BPF,Chert,C,1,R0,0
TOK1493,TOK,16,,,,S,S,S,101.5,99.5,808.1197076,629.7085898,0.93811,938.11,,,,,14,14,7,4,0.2333,2,s,s,DP,BPF,Chert,C,0,R0,0
TOK1494,TOK,16,,,,S,S,S,101.5,99.5,808.1197076,629.7085898,0.93811,938.11,,,,,10,10,5,5,0.2333,2,s,s,DP,BPF,Chert,C,0,R0,0
TOK1495,TOK,16,,,,S,S,S,103.5,100.5,808.1218824,629.7080702,0.93811,938.11,,,,,23,23,17,8,3,1.352941176,m,s,DP,BPF,Chert,C,0,R0,0
TOK1496,TOK,16,,,,S,S,S,103.5,100.5,808.1218824,629.7080702,0.93811,938.11,,,,,22,22,19,11,3,1.157894737,m,s,DP,Chunk,Chert,C,0,R0,0
TOK1497,TOK,16,,,,S,S,S,103.5,100.5,808.1218824,629.7080702,0.93811,938.11,,,,,13,13,9,3,0.2333,1.444444444,s,s,DP,BPF,Chert,C,0,R0,0
TOK1498,TOK,16,,,,S,S,S,103.5,100.5,808.1218824,629.7080702,0.93811,938.11,,,,,15,15,14,4,0.2333,1.071428571,s,s,DP,BPF,Chert,C,0,R0,0
TOK1499,TOK,13,,,,S,S,S,100.5,99.5,808.1189416,629.7092326,0.9383,938.3,,,,,,,,,,,,,,,,,,,
TOK1500,TOK,7,,,,S,S,S,104.5,98.5,808.1213628,629.7058954,0.9386,938.6,,,,,17,17,15,7,2,1.133333333,s,s,DP,BPF,Chert,C,1,R0,0
TOK1501,TOK,13,,,,S,S,S,100.5,102.5,808.12087,629.7115306,0.9383,938.3,,,,,,,,,,,,,,,,,,,
TOK1502,TOK,5,,,,S,S,S,103.5,102.5,808.123168,629.7096022,0.93868,938.68,,,,,33,33,28,10,8,1.178571429,m,m,DP,BPF,Chert,C,1,R0,0
TOK1503,TOK,5,,,,S,S,S,103.5,102.5,808.123168,629.7096022,0.93868,938.68,,,,,,,,,,,,,,,,,,,
TOK1504,TOK,12,,,,S,S,S,102.5,99.5,808.1204736,629.707947,0.938385,938.385,,,,,11,11,9,2,0.2333,1.222222222,s,s,DP,BPF,Chert,C,0,R0,0
TOK1505,TOK,13,,,,S,S,S,100.5,101.5,808.1202272,629.7107646,0.9383,938.3,,,,,14,14,13,5,0.2333,1.076923077,s,s,DP,BPF,Chert,C,0,R0,0
TOK1506,TOK,12,,,,S,S,S,101.5,103.5,808.1222788,629.7116538,0.938385,938.385,,,,,19,19,7,6,0.2333,2.714285714,s,s,DP,BPF,Quartz,O,0,R0,0
TOK1507,TOK,13,,,,S,S,S,104.5,99.5,808.1220056,629.7066614,0.9383,938.3,,,,,11,11,9,3,0.2333,1.222222222,s,s,DP,BPF,Chert,C,0,R0,0
TOK1508,TOK,13,,,,S,S,S,104.5,99.5,808.1220056,629.7066614,0.9383,938.3,,,,,14,14,11,4,0.2333,1.272727273,s,s,DP,BPF,Chert,C,0,R0,0
TOK1509,TOK,12,,,,S,S,S,102.5,102.5,808.122402,629.710245,0.938385,938.385,,,,,35,35,27,16,19,1.296296296,m,m,DP,BP,Quartz,O,2,R1,1
TOK1510,TOK,12,,,,S,S,S,102.5,100.5,808.1211164,629.708713,0.938385,938.385,,,,,19,19,14,7,2,1.357142857,s,s,DP,BPF,Chert,C,0,R0,0
TOK1511,TOK,12,,,,S,S,S,104.5,101.5,808.1232912,629.7081934,0.938385,938.385,,,,,30,30,14,10,3,2.142857143,m,s,DP,BPF,Brecciated chert,BC,1,R0,0
TOK1512,TOK,12,,,,S,S,S,104.5,101.5,808.1232912,629.7081934,0.938385,938.385,,,,,9,9,5,5,0.2333,1.8,s,s,DP,BPF,Chert,C,0,R0,0
TOK1513,TOK,12,,,,S,S,S,103.5,101.5,808.1225252,629.7088362,0.938385,938.385,,,,,16,16,16,6,1,1,s,s,DP,BPF,Chert,C,0,R0,0
TOK1514,TOK,15,,,,S,S,S,103.5,103.5,808.1238108,629.7103682,0.9382,938.2,,,,,18,18,14,10,2,1.285714286,s,s,DP,BPF,Chert,C,0,R0,0
TOK1515,TOK,15,,,,S,S,S,100.5,104.5,808.1221556,629.7130626,0.9382,938.2,,,,,20,20,15,13,3,1.333333333,s,s,DP,Chunk,Brecciated chert,BC,1,R0,0
